crop,temperature,humidity,rainfall,wind_speed,pressure,cloud_cover,soil_pH,nitrogen,phosphorus,potassium,organic_matter,season,month,success
Bajra,33.2,59.6,1.48,5.5,1010.3,74.4,7.38,1,1,1,1.72,2,4,1
Pulses,24.0,54.1,1.84,12.4,1013.0,54.0,6.77,2,2,1,0.62,1,9,0
Rice,31.3,80.9,6.42,4.8,1010.3,35.6,7.02,1,2,2,0.67,0,11,1
Cotton,25.6,59.3,2.95,11.0,999.4,6.1,7.83,1,2,2,1.47,2,7,1
Bajra,25.1,43.4,1.46,10.8,1011.0,36.4,6.5,2,0,2,2.26,0,7,1
Wheat,22.2,38.3,3.38,2.1,1014.3,80.5,7.42,0,2,1,0.67,2,7,0
Pulses,29.5,58.7,1.58,11.2,1009.3,84.3,8.83,1,1,1,2.24,0,7,1
Wheat,18.5,53.1,4.07,2.9,1014.7,56.8,6.64,2,0,0,1.72,0,8,0
Wheat,20.7,53.0,1.19,7.7,1020.6,79.4,6.6,2,0,1,1.41,0,1,1
Pulses,21.3,81.2,5.1,6.0,1000.8,94.4,6.87,1,0,0,2.77,2,7,0
Pulses,18.0,60.2,3.4,10.1,1008.3,12.3,8.88,2,2,0,2.33,0,5,1
Bajra,28.8,44.8,1.77,3.2,1016.7,29.4,7.47,1,2,1,2.49,1,10,1
Groundnut,21.3,68.8,5.1,3.5,1018.0,62.3,8.02,2,1,2,2.43,0,1,0
Jowar,26.0,74.4,3.23,12.2,1010.6,83.4,7.02,0,0,2,1.49,0,12,1
Jowar,25.6,55.0,3.18,2.2,1012.1,87.3,6.07,2,0,0,1.18,2,2,1
Cotton,31.2,53.0,4.04,9.8,1006.8,25.6,7.13,2,2,0,1.6,2,5,1
Maize,25.0,63.4,2.29,7.9,1019.1,31.9,6.56,1,2,0,2.42,2,7,1
Soybean,23.0,64.8,3.8,5.6,1014.2,91.7,7.77,0,2,1,1.92,1,12,1
Bajra,27.8,42.6,0.96,2.7,1010.6,17.6,9.11,2,2,0,2.31,2,9,1
Pulses,22.1,59.8,1.09,7.3,1018.4,88.4,8.16,0,0,1,1.91,1,3,1
Maize,27.3,75.2,9.41,9.4,1012.1,62.3,6.54,1,1,0,1.99,0,7,1
Rice,28.2,76.1,9.25,2.6,1016.5,76.3,6.54,1,0,2,0.92,1,3,1
Soybean,18.6,61.2,1.45,10.3,1010.6,75.3,6.49,1,2,0,1.39,1,2,0
Cotton,29.6,59.2,3.1,4.5,1020.9,69.2,7.17,2,2,0,1.26,2,10,1
Sugarcane,26.2,84.5,0.52,3.7,1018.4,11.4,6.0,2,2,0,2.16,2,2,0
Pulses,27.0,51.9,1.9,6.8,1023.5,56.8,6.82,1,0,2,2.57,1,12,0
Wheat,24.3,46.3,0.73,5.3,1020.5,13.6,6.85,2,1,0,1.82,2,12,1
Cotton,26.3,67.0,1.86,6.3,1015.2,43.5,6.88,2,1,1,2.27,2,3,1
Pulses,28.9,47.4,0.0,7.2,1018.4,95.5,6.06,1,0,0,0.93,1,6,1
Groundnut,36.8,66.4,6.69,11.4,1016.5,66.5,5.96,0,0,1,2.25,1,8,1
Rice,27.2,58.2,9.12,4.1,1010.7,50.1,7.25,2,1,2,0.63,2,8,0
Groundnut,24.4,52.0,1.04,8.2,1013.4,32.9,7.25,1,2,2,1.64,2,5,1
Soybean,23.9,73.6,3.75,3.2,1018.6,5.5,7.95,0,1,2,2.87,0,9,1
Jowar,29.5,82.1,4.95,5.2,1016.9,62.6,5.89,0,1,2,0.68,1,5,1
Cotton,29.8,39.0,0.0,14.2,1013.2,70.5,6.67,1,2,0,1.03,2,12,1
Wheat,17.4,56.2,0.0,13.8,1007.3,35.3,7.13,1,1,0,1.69,2,6,1
Groundnut,20.2,51.5,6.09,12.5,1010.9,31.2,6.71,0,2,0,1.95,0,9,1
Cotton,32.1,58.5,1.88,12.1,1008.6,42.1,7.05,2,2,1,1.46,0,1,1
Bajra,30.6,44.8,1.78,7.3,1007.5,82.7,7.86,0,1,0,2.28,0,11,1
Maize,24.6,47.6,0.67,7.0,1018.3,11.0,6.58,2,2,2,1.71,2,4,0
Wheat,27.5,52.6,2.44,13.4,1015.2,58.8,6.68,0,2,1,0.99,1,12,0
Groundnut,17.8,67.1,6.18,10.9,1007.7,25.4,6.47,0,2,1,2.64,2,10,1
Pulses,22.8,63.4,1.0,5.4,1015.1,28.0,6.65,1,1,1,0.66,2,6,0
Maize,21.9,54.1,2.14,11.8,1017.1,9.1,5.95,1,1,2,0.7,0,8,0
Sugarcane,22.8,63.2,4.02,9.2,1009.8,50.3,4.48,0,0,2,1.12,2,7,1
Wheat,17.8,54.7,1.84,10.5,1009.7,26.1,6.92,1,1,2,1.96,1,6,1
Rice,32.4,107.0,17.47,11.9,1021.1,95.0,6.68,2,1,1,2.26,2,11,1
Rice,25.2,71.1,10.28,8.2,1003.2,83.7,5.95,0,2,2,2.3,2,7,1
Wheat,23.8,46.9,2.55,2.5,1012.9,21.2,6.31,0,0,2,1.16,1,8,1
Groundnut,26.8,33.8,2.04,6.9,1017.8,67.2,6.94,1,2,1,2.72,1,4,1
Pulses,27.6,85.2,5.92,8.8,1012.7,95.8,7.89,1,0,1,1.16,1,6,1
Cotton,25.2,71.0,7.22,8.0,1009.0,99.4,7.47,0,2,2,2.2,2,10,0
Jowar,26.4,77.7,0.0,3.1,1006.9,88.7,7.74,1,2,1,1.45,1,12,1
Cotton,27.8,79.9,5.07,10.3,1011.0,93.3,7.16,1,0,2,1.74,0,4,0
Wheat,20.9,55.0,3.79,7.4,1022.5,30.0,6.55,0,0,1,2.1,0,7,0
Maize,26.6,73.5,1.82,10.5,1009.0,99.8,5.81,0,0,0,2.45,0,6,0
Pulses,28.5,60.3,3.96,10.0,1010.4,47.8,6.55,2,1,0,2.68,0,10,0
Bajra,31.8,43.1,0.0,10.8,1013.4,49.0,7.53,1,1,2,1.32,0,11,1
Sugarcane,22.1,76.8,2.1,10.1,1006.2,49.3,7.86,1,1,0,2.29,2,2,1
Wheat,30.0,59.5,2.28,2.4,1023.0,31.5,6.93,2,1,1,1.43,0,7,0
Sugarcane,24.2,68.4,4.44,6.5,1011.7,34.9,6.73,0,0,0,1.33,0,12,0
Cotton,24.9,71.4,3.95,4.9,1009.1,93.9,6.93,2,2,1,2.29,2,5,0
Bajra,32.7,61.7,2.37,14.2,1023.9,69.2,7.03,1,2,1,1.41,1,8,0
Cotton,28.7,75.5,2.91,12.4,1008.9,35.4,8.1,2,1,0,1.62,1,2,1
Soybean,29.5,57.3,0.0,5.9,1018.4,32.0,6.61,1,1,2,1.28,1,3,1
Bajra,29.2,54.4,2.02,6.4,1011.2,5.7,8.57,1,0,0,2.46,1,12,0
Pulses,23.7,71.1,2.23,11.9,1011.3,16.1,6.74,0,1,2,0.79,1,1,0
Rice,26.2,79.2,13.59,7.0,1021.9,46.5,6.91,1,0,1,2.97,2,1,1
Pulses,28.1,62.6,4.73,2.9,1014.5,14.3,5.52,0,1,1,1.67,2,8,1
Rice,23.6,53.1,7.13,4.2,1017.2,79.4,6.26,2,1,1,1.75,0,10,0
Maize,29.2,78.3,2.08,13.4,1011.8,33.2,6.39,1,1,2,1.74,0,12,1
Wheat,27.1,51.6,1.2,11.1,1011.7,32.2,6.57,1,0,1,0.55,2,5,0
Maize,21.6,62.0,5.5,10.7,1004.9,54.5,7.35,0,0,0,1.01,2,9,0
Jowar,26.2,51.9,2.66,4.3,1005.1,99.5,7.84,0,1,0,0.67,0,11,1
Rice,24.8,81.4,10.97,9.6,1008.2,69.5,6.83,0,1,1,2.8,0,7,1
Rice,26.6,73.6,9.31,2.9,1010.5,57.7,6.49,0,0,1,0.79,1,6,1
Groundnut,28.6,36.5,1.24,5.5,1019.8,80.2,5.89,1,1,1,1.17,2,3,1
Rice,26.3,76.1,6.46,8.5,1010.1,14.2,6.29,1,2,2,0.53,1,10,1
Wheat,25.2,47.4,2.51,14.8,1019.5,51.1,7.05,2,1,2,2.85,0,8,0
Maize,29.1,53.6,5.44,13.8,1017.8,72.8,6.81,1,0,1,2.28,0,12,1
Rice,26.9,68.4,9.09,9.9,1017.1,14.4,6.2,1,2,2,1.72,0,2,1
Pulses,16.2,54.9,0.0,5.8,1017.5,12.3,6.55,2,2,2,0.78,2,4,1
Bajra,24.3,53.6,0.0,11.8,1012.8,19.8,8.45,1,0,2,0.6,2,6,0
Sugarcane,12.2,29.5,1.17,4.9,1013.5,38.2,7.18,2,0,0,0.58,1,2,1
Sugarcane,25.3,62.6,3.27,14.4,1013.5,46.4,6.51,2,2,1,0.9,2,5,1
Wheat,20.8,66.4,0.0,14.8,1012.5,96.8,7.17,1,0,2,2.08,1,8,1
Jowar,24.0,65.4,3.94,5.7,1013.9,21.3,7.7,2,0,0,2.03,1,9,0
Soybean,23.3,59.7,5.7,8.1,1010.9,91.2,7.38,0,2,2,1.23,2,9,1
Maize,26.2,88.3,7.22,10.9,1008.4,18.9,6.49,2,2,2,0.79,2,4,1
Sugarcane,28.4,60.1,3.41,5.6,1010.1,70.4,7.79,1,0,2,2.4,2,9,1
Jowar,27.9,71.7,4.34,5.0,1021.9,49.0,7.5,2,2,2,2.08,0,12,1
Cotton,29.8,52.9,1.78,11.8,1007.7,7.1,6.26,1,1,0,2.57,2,8,1
Jowar,34.4,47.6,7.17,8.9,1018.0,57.7,7.06,1,2,0,0.8,2,7,0
Jowar,20.4,48.9,0.63,3.7,1013.4,61.9,6.2,2,1,1,1.24,1,1,0
Groundnut,25.0,72.7,6.6,3.3,1008.5,97.2,6.88,2,0,2,1.51,1,2,1
Maize,29.8,61.9,1.02,9.1,1020.6,80.0,6.18,2,2,2,1.96,0,4,0
Groundnut,28.2,46.7,7.89,7.6,1008.2,24.6,6.11,0,2,1,2.34,0,10,1
Bajra,32.5,43.0,1.71,3.2,1012.6,82.8,7.7,0,2,0,1.64,1,3,1
Wheat,19.9,61.4,3.99,12.7,1012.0,32.5,7.27,1,0,1,2.05,2,5,0
Cotton,22.4,54.7,2.9,8.6,1011.3,2.9,6.66,2,1,1,2.59,2,6,0
Bajra,28.6,32.3,0.61,8.1,1013.4,3.9,7.1,1,2,2,2.56,2,10,1
Groundnut,26.5,43.0,1.46,5.7,1010.6,55.6,6.85,0,2,0,1.73,1,2,1
Wheat,23.4,42.1,0.0,7.3,1022.7,89.5,6.92,1,2,1,2.88,2,9,1
Cotton,28.6,66.8,2.35,10.9,1013.2,59.7,7.16,0,0,1,0.69,1,10,1
Bajra,29.0,52.5,0.0,8.4,1020.1,65.1,7.33,2,1,1,2.59,2,10,1
Bajra,26.1,45.0,0.23,6.0,1012.4,79.0,8.14,1,2,2,2.32,0,7,1
Soybean,29.1,52.2,1.28,5.7,1017.4,1.0,7.38,0,2,0,2.76,2,11,1
Cotton,30.2,57.7,0.0,8.7,1002.1,64.9,6.87,1,0,0,1.99,2,2,1
Maize,25.4,76.2,4.05,8.4,1011.9,73.2,6.34,2,0,2,0.6,0,12,1
Wheat,17.2,55.1,0.0,5.1,1019.2,24.2,6.42,0,0,2,0.93,1,3,1
Pulses,25.7,47.9,3.68,5.2,1015.3,80.7,6.12,2,1,1,1.29,1,4,1
Rice,27.3,77.6,9.2,14.0,1019.2,37.2,7.03,2,2,1,2.06,2,1,1
Rice,28.5,55.4,6.13,6.3,1007.0,81.3,6.77,1,2,1,1.97,2,9,0
Rice,27.3,71.6,9.84,3.5,1013.9,93.9,6.91,1,2,0,2.53,2,3,1
Wheat,19.4,66.6,0.39,4.6,1026.8,87.5,6.58,2,2,0,1.42,2,12,1
Pulses,33.7,49.2,2.89,3.1,1006.6,25.8,6.46,1,0,2,2.21,2,3,0
Soybean,25.3,43.3,2.25,10.8,1011.9,59.1,6.83,1,0,2,2.97,2,11,1
Pulses,25.5,55.6,1.84,7.7,1012.7,51.2,7.32,1,1,2,0.96,2,5,1
Maize,29.2,65.9,2.61,4.7,1013.4,27.1,5.69,1,0,1,1.42,0,9,1
Cotton,25.0,47.6,2.33,3.1,1007.8,25.5,6.64,2,1,0,0.67,2,11,1
Sugarcane,18.6,48.2,0.59,11.2,1018.6,15.4,7.07,1,1,1,1.02,0,6,0
Maize,31.4,63.8,0.0,8.8,1010.4,68.1,6.69,0,0,0,0.91,0,11,0
Maize,25.8,65.3,0.0,12.4,1016.4,86.8,6.75,2,1,1,0.89,0,7,0
Sugarcane,25.5,41.6,2.58,5.2,1008.5,78.1,6.78,1,1,0,1.3,1,12,1
Rice,32.3,71.7,6.35,2.4,1011.3,53.5,6.94,2,2,1,1.06,0,7,1
Rice,23.8,90.6,8.09,6.8,1015.5,50.0,7.29,2,1,2,2.05,2,7,1
Maize,24.4,75.9,4.72,12.7,1010.4,64.4,5.87,2,2,1,2.32,2,11,1
Rice,30.7,73.1,8.1,3.5,1016.8,38.6,5.97,2,1,0,2.62,0,10,1
Bajra,27.9,58.5,1.71,6.3,1018.1,85.2,7.63,2,1,0,1.31,0,11,1
Wheat,20.9,35.5,2.4,2.9,1011.5,98.7,6.69,2,0,0,1.21,1,12,1
Pulses,28.4,78.3,0.72,7.2,1009.3,19.7,7.03,1,2,0,1.1,2,3,1
Cotton,31.4,65.1,3.91,2.7,1006.4,66.9,6.49,1,1,0,1.5,1,2,1
Soybean,28.1,63.9,7.56,7.2,1016.3,60.7,8.21,0,2,0,1.36,0,4,0
Soybean,23.7,40.7,8.05,7.4,1015.0,89.0,7.77,0,2,1,1.72,1,10,1
Maize,23.2,64.9,2.75,9.7,1021.5,92.1,6.42,0,2,0,1.43,0,8,1
Pulses,37.1,44.2,2.43,8.6,1022.2,37.9,6.06,0,2,2,2.97,2,6,1
Wheat,25.4,57.5,3.74,4.8,1009.9,33.8,6.35,1,1,0,2.54,2,5,0
Wheat,24.6,47.0,3.67,9.5,1010.8,47.8,7.34,2,1,0,0.76,2,12,0
Rice,24.1,100.6,9.17,13.3,1002.4,47.6,5.83,0,2,1,1.15,1,12,1
Wheat,20.9,62.3,0.77,13.3,1014.6,33.1,6.57,2,2,1,1.84,1,5,1
Pulses,21.8,52.3,4.36,13.8,1006.6,55.2,5.2,2,1,2,2.93,2,5,0
Jowar,25.9,58.0,5.7,5.9,1015.6,86.1,7.81,0,2,0,2.11,0,1,1
Maize,30.8,57.9,6.05,12.7,1012.3,60.6,6.26,1,2,2,2.2,0,3,1
Cotton,27.5,46.1,5.57,12.9,1004.2,73.3,5.74,0,2,1,0.76,2,2,0
Maize,29.2,73.6,6.14,13.7,1004.7,30.8,6.41,2,1,1,2.23,1,12,1
Cotton,26.8,62.4,1.72,14.8,1017.4,18.6,7.22,0,1,0,1.4,2,10,1
Jowar,33.1,59.0,4.08,2.5,1013.6,15.0,6.03,0,0,0,1.92,0,1,1
Groundnut,28.2,37.5,0.0,13.2,1012.1,45.6,6.69,2,2,0,0.55,1,10,1
Cotton,21.7,62.6,1.82,3.0,1008.8,48.4,6.86,2,2,0,2.07,2,12,0
Maize,27.6,59.3,4.9,3.7,1017.6,99.1,5.93,0,2,0,1.19,1,12,1
Sugarcane,29.5,89.2,0.85,12.2,1023.7,21.8,6.53,1,2,0,1.79,0,8,1
Pulses,28.0,65.8,3.66,9.8,1017.0,86.7,6.19,2,2,1,2.04,0,5,1
Pulses,28.1,74.5,3.89,12.2,1016.7,20.1,7.49,0,2,1,2.53,1,5,0
Soybean,24.4,62.1,3.28,5.1,1010.2,28.7,8.12,2,1,0,2.11,1,5,1
Wheat,24.0,48.1,2.05,14.5,1019.7,13.3,7.28,2,2,1,1.03,1,12,1
Soybean,26.3,65.5,2.43,6.8,1009.8,47.4,6.11,1,0,2,2.46,0,3,1
Bajra,27.3,39.1,0.63,6.0,1015.3,30.5,7.67,0,0,1,2.65,0,1,1
Groundnut,24.1,76.8,5.91,6.7,1014.1,8.1,6.57,1,1,0,0.89,2,10,1
Groundnut,27.7,45.5,4.55,4.3,1014.6,44.1,6.16,2,1,2,0.51,0,8,1
Maize,26.0,71.5,1.91,9.6,1006.2,41.1,7.05,2,2,0,0.62,1,3,0
Maize,23.1,52.6,3.01,13.5,1017.7,55.5,6.9,0,2,0,1.2,2,2,1
Rice,30.6,81.4,0.85,13.9,1017.0,5.7,6.81,2,2,1,2.15,0,1,0
Wheat,26.6,47.8,3.5,4.8,1015.2,77.5,6.81,2,0,1,2.15,1,8,0
Groundnut,21.4,51.8,2.21,14.8,1013.1,79.5,7.3,1,2,2,0.76,2,11,1
Pulses,35.7,60.6,0.0,3.2,1013.8,66.6,8.43,2,1,0,2.42,0,5,0
Sugarcane,25.1,60.8,2.14,11.8,1010.4,78.2,7.8,1,0,0,2.93,2,8,0
Jowar,25.9,36.4,6.18,12.1,1013.5,98.7,6.31,2,0,2,2.04,2,4,1
Jowar,21.1,75.1,2.34,6.7,1011.3,18.6,7.74,1,2,2,0.62,1,2,1
Groundnut,30.9,64.8,3.18,4.4,1003.6,28.9,6.0,0,1,1,1.16,0,9,0
Sugarcane,20.8,56.8,3.94,4.2,1008.1,79.7,6.11,0,1,1,1.11,0,12,1
Wheat,19.1,51.3,4.28,12.3,1007.3,91.2,6.91,1,2,0,2.07,1,8,0
Soybean,20.5,56.3,3.66,12.3,1009.5,13.8,7.15,1,2,1,1.71,1,8,1
Maize,29.0,68.2,2.02,3.3,1009.7,45.0,6.46,2,2,1,2.8,0,5,1
Soybean,20.9,93.4,0.54,7.0,1017.9,79.6,7.81,2,1,0,1.97,2,5,1
Cotton,25.2,78.6,0.99,9.3,1017.9,37.2,7.49,2,1,0,2.71,1,10,1
Rice,30.9,84.8,9.06,4.0,1010.5,73.5,6.62,2,1,0,1.34,0,6,1
Soybean,25.7,47.7,0.0,13.9,1019.7,40.6,6.57,2,2,2,1.69,2,4,1
Cotton,27.4,54.7,2.23,5.6,1011.9,9.3,7.28,2,1,2,0.98,0,10,1
Soybean,21.4,51.3,0.6,11.5,1005.6,88.4,6.38,0,1,1,2.2,1,5,1
Groundnut,21.8,83.4,1.87,8.1,1018.6,97.9,6.65,2,2,1,2.9,1,11,1
Groundnut,24.7,70.4,0.57,10.9,1009.0,19.9,6.9,1,0,0,2.0,2,6,1
Wheat,22.0,49.8,3.49,11.2,1008.7,99.7,7.13,2,1,2,1.76,1,2,0
Jowar,28.0,44.4,2.12,4.2,1008.7,61.0,5.73,1,0,0,0.78,2,1,1
Pulses,21.4,47.3,3.38,3.8,1006.5,47.6,7.15,1,1,1,2.23,2,3,0
Maize,25.7,75.9,2.61,13.8,1008.8,47.8,5.81,2,0,1,1.39,2,6,1
Wheat,12.6,45.6,1.89,6.9,1006.4,40.9,7.23,2,0,0,1.85,0,9,1
Groundnut,21.7,54.7,4.11,6.9,1020.4,58.8,6.88,0,0,1,1.62,2,1,0
Rice,29.7,84.5,11.05,10.6,1009.0,28.1,6.5,0,1,0,2.81,0,12,1
Jowar,30.2,70.1,4.15,9.4,1017.8,19.7,6.13,0,1,2,1.21,2,6,0
Wheat,29.9,50.5,2.99,2.3,1013.9,92.0,7.25,1,2,2,0.94,1,11,0
Soybean,30.5,88.2,1.8,13.6,1015.2,54.3,7.02,0,1,0,1.4,2,4,1
Groundnut,23.5,62.7,1.68,12.9,1009.2,38.7,6.34,2,2,1,1.56,0,8,0
Groundnut,26.9,73.6,2.78,10.3,1017.5,25.8,7.0,1,2,0,0.7,0,3,1
Bajra,34.9,44.7,1.28,7.1,1007.5,69.2,7.27,0,1,0,2.92,1,11,1
Rice,31.1,84.3,8.45,14.8,1008.2,99.2,6.55,0,0,0,2.6,0,6,1
Sugarcane,28.3,57.0,2.0,4.2,1012.2,77.8,6.43,2,2,1,2.09,2,10,1
Pulses,17.9,60.8,1.58,8.5,1010.0,47.4,5.56,0,0,2,2.05,2,12,1
Cotton,30.2,67.2,4.75,9.8,1008.4,51.0,7.54,1,0,1,2.37,2,8,1
Jowar,19.2,65.1,7.39,14.0,1012.6,80.4,6.17,0,2,2,1.91,2,2,1
Maize,26.9,76.5,5.9,13.3,1018.0,15.4,7.31,0,2,2,2.15,1,4,1
Bajra,31.6,56.0,0.92,4.0,1004.0,34.6,6.98,2,2,1,2.35,2,12,1
Pulses,19.4,94.6,0.0,11.5,1021.5,52.8,5.83,2,2,1,1.86,0,7,1
Sugarcane,26.5,56.1,0.59,4.9,1010.9,67.4,6.63,1,1,0,2.31,2,5,0
Cotton,24.8,61.0,4.44,4.0,1001.9,20.1,6.92,1,2,0,1.0,1,4,0
Bajra,33.9,37.2,0.89,14.0,1025.5,97.0,8.48,2,1,0,2.2,1,10,1
Groundnut,23.5,73.4,8.27,2.9,1018.8,28.6,8.04,1,0,1,2.95,1,11,0
Maize,23.5,67.6,3.53,12.9,1018.0,13.6,7.09,2,0,2,2.37,0,1,1
Sugarcane,35.1,64.0,2.17,14.7,1014.0,73.5,6.3,1,2,1,0.66,0,5,1
Pulses,21.3,74.6,0.0,14.9,1004.5,28.4,5.54,1,0,2,1.66,2,1,0
Jowar,28.9,50.9,1.59,11.1,1020.0,46.6,6.46,1,0,0,2.43,1,1,1
Jowar,22.9,97.8,5.99,9.3,1002.3,64.1,7.44,0,1,1,0.63,0,12,1
Groundnut,21.8,51.5,0.0,14.5,1016.7,12.4,7.72,0,2,0,2.22,0,12,1
Bajra,32.6,44.8,0.61,4.3,1004.5,5.7,7.67,2,0,1,0.52,0,9,1
Jowar,28.9,34.3,3.52,5.6,1011.6,95.3,6.56,1,0,2,2.87,2,8,0
Maize,20.6,65.9,3.62,6.3,1017.8,7.9,6.83,0,0,2,2.83,1,10,0
Pulses,21.8,48.1,1.66,10.2,1003.7,83.4,7.56,0,1,1,1.29,0,10,1
Bajra,29.1,51.0,0.65,9.8,1015.6,87.0,7.29,0,1,2,2.13,2,5,1
Bajra,28.2,45.9,0.85,14.0,1011.7,30.4,7.41,1,0,2,0.63,1,2,1
Soybean,16.5,57.5,4.25,12.1,1012.2,68.9,7.1,2,1,0,2.04,1,7,0
Rice,27.9,78.4,5.46,11.7,1009.4,23.4,6.43,1,0,1,2.55,2,6,1
Pulses,28.2,32.7,7.34,5.9,1010.6,71.8,6.46,1,2,0,0.91,0,9,1
Maize,25.6,72.8,1.45,6.7,1006.4,14.5,7.21,0,2,2,2.77,0,8,0
Soybean,28.7,50.3,1.34,5.3,1018.9,21.3,7.24,2,1,2,1.13,0,1,1
Maize,21.7,74.4,0.78,6.1,1007.0,29.2,5.82,1,2,0,0.66,1,2,0
Jowar,28.6,42.3,3.95,11.7,1012.0,49.0,6.42,1,2,2,1.78,0,6,1
Sugarcane,25.9,59.9,2.79,8.4,1014.5,32.1,7.03,1,0,2,1.41,0,2,0
Bajra,27.4,50.6,0.19,6.1,1016.1,95.7,7.05,2,1,1,2.07,0,11,1
Cotton,26.8,52.8,0.82,8.1,994.6,16.3,6.53,1,1,2,1.65,0,12,1
Sugarcane,27.8,44.7,3.5,8.6,1003.6,55.7,7.73,1,2,0,2.22,1,12,0
Cotton,26.2,65.2,2.92,14.6,1015.6,69.5,7.8,0,1,0,1.07,0,12,1
Maize,23.3,72.5,2.84,14.9,1006.6,81.7,5.79,2,2,0,1.99,0,1,1
Maize,22.7,49.6,4.36,2.0,1009.5,67.3,6.49,1,0,2,2.67,0,11,0
Wheat,21.5,51.5,1.68,9.4,1012.3,52.0,7.26,0,1,0,2.42,0,3,1
Cotton,29.2,43.7,3.63,2.6,1010.9,11.0,7.59,1,2,2,0.59,1,1,1
Maize,27.9,83.0,2.08,6.7,1009.6,83.3,6.84,2,0,0,1.73,0,5,1
Jowar,24.6,77.3,4.51,5.4,1015.8,10.8,7.53,1,2,1,1.71,1,10,0
Cotton,28.0,61.2,3.84,7.9,1005.8,94.3,7.66,2,0,2,2.62,2,2,1
Rice,32.7,72.9,8.58,2.2,1017.2,17.2,6.08,0,2,0,0.86,1,3,1
Bajra,25.2,41.8,1.46,9.5,1005.1,99.2,7.1,1,0,1,2.08,1,3,1
Bajra,28.6,53.0,1.71,3.2,1014.8,98.8,7.02,1,2,1,2.92,2,1,1
Groundnut,25.8,69.2,6.84,13.2,1013.1,9.6,7.83,2,1,0,0.6,0,4,1
Maize,28.4,76.1,7.6,9.0,1016.9,78.3,6.8,1,0,0,2.37,1,12,1
Jowar,22.0,53.0,7.16,12.8,1011.6,68.6,6.77,0,1,0,0.92,0,9,1
Cotton,24.4,63.8,2.42,10.3,1011.1,36.6,8.0,0,1,1,1.9,1,5,0
Pulses,29.0,62.1,3.09,9.8,1014.2,70.9,6.98,0,2,1,1.96,0,8,1
Maize,28.3,60.5,1.92,14.2,1019.0,79.7,7.19,2,1,2,2.46,1,5,0
Wheat,23.2,70.0,3.83,10.3,1010.8,42.1,6.62,1,0,0,1.78,0,8,0
Rice,30.5,69.2,10.33,10.6,1018.1,66.5,6.07,1,0,1,1.83,0,5,1
Maize,21.7,82.8,2.56,8.5,1008.5,81.6,6.21,1,2,2,2.89,1,9,0
Sugarcane,30.7,68.7,4.7,8.7,1015.4,65.0,8.05,1,2,2,1.57,2,6,0
Wheat,22.4,44.4,0.0,9.2,1012.6,21.7,7.05,0,1,2,1.29,0,7,1
Pulses,25.6,55.3,0.0,4.4,1010.7,10.2,8.35,2,1,1,2.63,2,2,1
Sugarcane,21.8,25.7,4.27,5.4,1016.4,56.9,7.72,0,1,0,2.36,1,1,0
Wheat,16.8,44.7,1.27,4.2,1004.6,90.3,6.91,1,1,0,1.97,1,11,1
Groundnut,22.3,51.5,0.14,11.2,1014.1,26.1,6.54,0,2,1,1.53,1,2,1
Rice,19.5,65.2,12.86,6.7,1011.1,53.0,7.89,0,0,1,2.2,0,7,1
Maize,28.4,62.6,7.4,2.7,1010.2,96.6,6.51,0,2,1,0.82,1,6,1
Jowar,27.3,55.2,0.0,2.2,1015.9,48.1,7.23,1,0,0,1.04,1,5,1
Pulses,24.3,47.6,6.02,12.3,1011.3,61.8,7.19,2,0,2,1.6,2,1,0
Maize,26.9,61.6,3.33,14.4,1014.4,69.9,6.25,2,0,2,2.78,1,12,1
Rice,31.0,68.9,5.89,13.7,1012.1,17.6,6.61,2,1,2,2.41,2,7,1
Sugarcane,21.6,56.8,5.2,14.8,1012.1,34.3,7.1,2,2,0,1.6,0,5,1
Rice,23.1,63.9,5.82,14.1,1011.3,93.8,7.03,0,2,2,2.62,1,5,0
Bajra,32.5,31.6,0.27,5.2,1017.2,38.9,7.25,1,0,0,1.02,1,9,1
Soybean,25.7,64.9,2.8,8.7,1004.9,69.7,7.66,0,0,1,2.89,0,4,1
Jowar,33.9,67.9,3.0,7.2,1011.3,0.2,7.76,0,1,1,2.88,0,4,0
Pulses,24.1,44.6,4.28,10.3,1016.8,65.0,6.92,2,2,2,0.9,0,6,1
Pulses,27.3,66.5,1.44,5.8,1015.5,24.4,7.19,2,0,1,2.36,1,3,1
Maize,27.0,59.9,3.96,7.9,1009.4,46.1,6.72,1,1,1,0.79,2,7,1
Jowar,25.5,54.5,0.0,12.8,1018.6,90.9,6.41,2,0,0,1.15,2,2,0
Jowar,24.4,52.6,6.49,11.3,1009.2,16.7,9.46,0,2,1,0.95,1,1,1
Bajra,38.5,50.4,1.11,7.9,1002.4,46.8,6.95,2,1,1,1.14,2,9,1
Pulses,26.8,68.1,4.63,10.1,1012.8,81.1,8.65,2,2,0,2.57,2,2,0
Soybean,22.5,77.1,5.62,13.4,1005.2,15.1,7.58,0,0,2,2.78,1,4,1
Soybean,29.5,87.0,1.29,3.3,1009.3,98.9,5.82,1,0,1,2.82,2,8,1
Soybean,16.8,69.6,0.88,10.7,1020.7,9.4,5.89,0,2,2,1.0,0,5,0
Maize,26.5,46.3,2.91,10.2,1014.6,1.2,5.98,0,2,1,1.01,2,6,1
Cotton,26.3,61.8,2.46,11.6,1014.2,42.9,7.67,0,2,1,2.03,1,4,1
